asset_age_days,assignment_count,repair_count,maintenance_count,damage_report_count,days_since_maintenance,warranty_active,condition_score,status_score,health_status
805,18,6,7,0,54,0,1,1,MAINTENANCE_REQUIRED
159,0,0,0,0,159,1,4,3,HEALTHY
1134,16,5,5,2,81,0,1,3,REPLACE_SOON
389,4,0,1,0,156,1,4,3,HEALTHY
827,16,4,6,2,108,0,1,3,MAINTENANCE_REQUIRED
1182,15,3,6,0,175,0,2,3,MAINTENANCE_REQUIRED
61,0,1,0,0,61,1,4,3,HEALTHY
322,5,0,2,0,197,1,4,3,HEALTHY
583,6,0,5,0,33,0,3,3,HEALTHY
802,25,4,5,0,133,1,2,3,MAINTENANCE_REQUIRED
43,1,0,0,0,43,1,4,3,HEALTHY
1053,18,5,7,0,11,1,2,3,MAINTENANCE_REQUIRED
298,5,1,0,0,298,1,3,3,HEALTHY
85,3,0,0,0,85,1,4,3,HEALTHY
135,2,0,0,0,135,1,4,3,HEALTHY
1187,17,2,5,0,53,0,2,3,MAINTENANCE_REQUIRED
52,3,0,0,0,52,1,4,3,HEALTHY
175,1,1,2,0,49,1,4,3,HEALTHY
1599,17,6,8,0,21,0,1,1,REPLACE_SOON
747,15,0,5,0,61,0,3,3,HEALTHY
1147,18,4,4,2,53,0,1,3,MAINTENANCE_REQUIRED
1920,27,4,8,1,272,0,1,2,REPLACE_SOON
35,2,0,0,0,35,1,4,3,HEALTHY
293,5,1,3,0,14,1,4,3,HEALTHY
25,1,0,0,0,25,1,4,3,HEALTHY
238,7,1,0,0,238,1,3,3,HEALTHY
125,0,0,0,0,125,1,4,3,HEALTHY
301,3,1,4,0,17,0,3,3,HEALTHY
58,2,0,0,0,58,1,4,3,HEALTHY
34,2,0,0,0,34,1,4,3,HEALTHY
834,9,2,3,0,169,0,2,3,MAINTENANCE_REQUIRED
1619,28,6,9,0,88,0,1,3,REPLACE_SOON
919,14,7,8,0,210,0,1,1,REPLACE_SOON
389,8,1,2,0,68,1,4,3,HEALTHY
242,3,0,1,0,40,1,4,3,HEALTHY
739,12,0,1,0,8,0,3,3,HEALTHY
235,1,1,0,0,235,1,3,3,HEALTHY
127,2,0,0,0,127,1,4,3,HEALTHY
652,9,1,4,1,76,1,3,3,HEALTHY
1072,17,4,7,1,110,0,1,3,REPLACE_SOON
168,2,1,1,0,168,1,4,3,HEALTHY
1119,23,4,8,0,30,0,2,3,MAINTENANCE_REQUIRED
1104,21,4,9,1,69,0,1,1,MAINTENANCE_REQUIRED
479,9,2,2,0,29,1,3,3,HEALTHY
806,9,7,8,0,225,0,1,1,MAINTENANCE_REQUIRED
1803,29,8,11,1,94,0,1,1,REPLACE_SOON
299,3,0,0,0,299,1,4,2,HEALTHY
103,2,1,0,0,103,1,4,3,HEALTHY
37,1,0,0,0,37,1,4,3,HEALTHY
15,0,0,0,0,15,1,4,3,HEALTHY
208,1,0,2,0,93,1,4,3,HEALTHY
437,8,0,0,0,437,0,2,2,MAINTENANCE_REQUIRED
241,2,1,1,0,35,1,4,3,HEALTHY
793,11,1,2,0,297,0,2,2,MAINTENANCE_REQUIRED
344,2,0,2,0,285,1,4,2,HEALTHY
380,3,1,4,0,60,0,3,3,HEALTHY
1427,24,10,15,0,92,0,1,1,REPLACE_SOON
79,1,0,0,0,79,0,4,3,HEALTHY
2190,39,7,11,0,166,0,1,1,REPLACE_SOON
399,4,0,0,0,399,0,3,2,HEALTHY
137,2,0,0,0,137,1,4,3,HEALTHY
161,2,0,0,0,161,1,4,3,HEALTHY
262,2,0,0,0,262,1,4,3,HEALTHY
183,1,1,0,0,183,1,4,3,HEALTHY
83,0,0,0,0,83,1,4,3,HEALTHY
222,3,0,1,0,205,1,4,3,HEALTHY
163,2,1,1,0,95,1,4,3,HEALTHY
218,0,1,2,0,1,1,4,3,HEALTHY
225,4,1,3,0,84,1,4,3,HEALTHY
1002,9,3,5,1,39,0,2,3,MAINTENANCE_REQUIRED
921,16,3,4,0,130,1,2,3,MAINTENANCE_REQUIRED
234,4,0,0,0,234,0,3,3,HEALTHY
793,12,0,4,0,29,0,3,3,HEALTHY
899,22,3,6,1,12,0,2,3,MAINTENANCE_REQUIRED
1137,18,2,3,1,111,0,2,3,MAINTENANCE_REQUIRED
265,3,0,2,0,129,1,4,3,HEALTHY
112,1,0,0,0,112,1,4,3,HEALTHY
505,7,2,5,0,105,0,2,3,MAINTENANCE_REQUIRED
1172,19,6,6,0,40,0,1,1,REPLACE_SOON
303,4,0,1,0,167,0,3,3,HEALTHY
644,10,1,3,0,102,1,3,3,HEALTHY
605,8,0,7,1,95,0,3,3,HEALTHY
745,10,1,3,1,53,0,2,3,MAINTENANCE_REQUIRED
599,6,1,4,0,59,0,3,3,HEALTHY
418,3,0,0,1,418,1,3,3,HEALTHY
389,0,0,1,1,109,0,3,3,HEALTHY
104,0,0,0,0,104,1,4,3,HEALTHY
108,0,0,0,0,108,1,4,3,HEALTHY
292,6,0,1,0,33,1,4,3,HEALTHY
252,5,0,0,0,252,1,4,3,HEALTHY
318,3,1,2,0,24,1,4,3,HEALTHY
295,1,0,1,0,3,1,4,3,HEALTHY
71,1,0,0,0,71,0,4,3,HEALTHY
44,1,0,0,0,44,1,4,3,HEALTHY
254,6,0,0,0,254,1,4,3,HEALTHY
1061,16,4,8,0,12,0,2,3,MAINTENANCE_REQUIRED
190,2,0,0,0,190,1,4,3,HEALTHY
125,3,0,0,0,125,1,4,3,HEALTHY
407,3,2,3,0,50,1,3,3,HEALTHY
205,3,1,2,0,205,1,4,3,HEALTHY
171,0,1,1,0,67,1,4,3,HEALTHY
1077,17,1,1,0,12,0,3,3,MAINTENANCE_REQUIRED
637,13,1,2,0,44,0,3,3,HEALTHY
337,4,2,3,0,92,1,3,3,HEALTHY
905,13,3,3,0,225,0,2,3,MAINTENANCE_REQUIRED
2042,34,12,19,2,116,0,1,1,REPLACE_SOON
776,11,1,5,0,60,0,3,3,HEALTHY
1210,23,4,7,0,101,0,1,3,MAINTENANCE_REQUIRED
754,13,2,8,1,102,0,2,3,MAINTENANCE_REQUIRED
155,1,1,0,0,155,1,4,3,HEALTHY
68,0,1,0,0,68,1,4,3,HEALTHY
83,3,0,0,0,83,1,4,3,HEALTHY
514,6,1,5,0,87,0,3,3,HEALTHY
245,2,0,0,0,245,1,4,3,HEALTHY
455,8,1,0,0,455,1,3,3,MAINTENANCE_REQUIRED
125,3,1,0,0,125,1,4,3,HEALTHY
671,7,0,3,0,13,0,3,3,HEALTHY
1371,18,6,9,1,301,0,1,1,REPLACE_SOON
160,1,1,2,0,51,0,3,3,HEALTHY
779,7,1,3,0,21,1,4,3,HEALTHY
348,4,0,0,0,348,1,3,2,HEALTHY
50,0,0,0,0,50,0,4,3,HEALTHY
241,3,0,0,0,241,0,3,3,HEALTHY
445,6,0,0,0,445,0,2,3,MAINTENANCE_REQUIRED
22,1,0,0,0,22,1,4,3,HEALTHY
189,2,0,1,0,13,1,4,3,HEALTHY
128,2,0,0,0,128,1,4,3,HEALTHY
801,9,2,3,0,89,0,2,3,MAINTENANCE_REQUIRED
160,2,1,0,0,160,0,3,3,HEALTHY
863,16,3,4,0,135,0,2,3,MAINTENANCE_REQUIRED
268,7,0,0,1,268,1,3,2,HEALTHY
51,3,0,0,0,51,1,4,3,HEALTHY
631,6,1,4,0,35,0,3,3,HEALTHY
1023,22,2,4,0,233,0,2,3,MAINTENANCE_REQUIRED
697,14,2,8,1,166,1,2,3,MAINTENANCE_REQUIRED
31,2,1,0,0,31,1,4,3,HEALTHY
180,1,0,1,0,72,1,4,3,HEALTHY
736,15,0,1,0,136,0,3,3,HEALTHY
108,1,0,0,0,108,1,4,3,HEALTHY
558,7,4,8,0,77,0,2,3,MAINTENANCE_REQUIRED
16,1,0,0,0,16,0,4,3,HEALTHY
230,1,0,2,0,29,1,4,3,HEALTHY
77,0,0,0,0,77,1,4,3,HEALTHY
458,6,0,2,0,116,0,3,3,HEALTHY
77,1,0,0,0,77,1,4,3,HEALTHY
1465,26,9,11,0,58,0,1,3,REPLACE_SOON
625,11,0,1,2,145,0,2,3,MAINTENANCE_REQUIRED
62,0,0,0,0,62,1,4,3,HEALTHY
1409,24,5,7,1,20,0,1,1,MAINTENANCE_REQUIRED
542,12,2,5,0,77,1,3,3,HEALTHY
1107,24,4,8,0,104,0,1,1,MAINTENANCE_REQUIRED
281,4,1,0,0,281,1,3,2,HEALTHY
405,6,0,1,0,42,1,4,3,HEALTHY
46,2,0,0,0,46,1,4,3,HEALTHY
374,4,1,2,0,54,1,4,3,HEALTHY
641,6,3,5,1,26,1,2,3,MAINTENANCE_REQUIRED
958,16,4,5,0,165,0,1,1,MAINTENANCE_REQUIRED
820,14,4,5,0,126,0,2,3,MAINTENANCE_REQUIRED
281,4,1,0,0,281,1,3,2,HEALTHY
280,5,1,2,0,6,1,4,3,HEALTHY
633,6,1,4,0,25,0,3,3,HEALTHY
119,1,0,0,0,119,1,4,3,HEALTHY
460,9,2,4,1,117,1,3,3,HEALTHY
1089,15,6,7,1,60,0,1,3,REPLACE_SOON
263,3,0,1,0,16,0,4,3,HEALTHY
69,0,0,0,0,69,1,4,3,HEALTHY
1598,22,7,7,2,17,0,1,1,REPLACE_SOON
830,8,2,3,1,363,0,1,2,REPLACE_SOON
221,4,0,1,0,221,0,3,3,HEALTHY
44,1,0,0,0,44,1,4,3,HEALTHY
338,7,0,0,0,338,1,4,3,HEALTHY
949,17,6,6,1,105,0,1,1,MAINTENANCE_REQUIRED
166,4,1,1,0,85,1,4,3,HEALTHY
975,21,4,7,0,13,0,2,3,MAINTENANCE_REQUIRED
367,4,2,2,0,111,1,3,3,HEALTHY
17,0,0,0,0,17,1,4,3,HEALTHY
454,7,0,4,0,86,1,4,3,HEALTHY
54,0,1,0,0,54,1,4,3,HEALTHY
507,11,1,2,0,17,1,4,3,HEALTHY
466,5,2,3,0,37,1,3,3,HEALTHY
1010,13,1,2,0,38,1,3,3,HEALTHY
532,6,0,4,0,32,1,4,3,HEALTHY
419,7,1,4,0,41,0,3,3,HEALTHY
338,6,0,3,0,68,0,3,3,HEALTHY
243,1,0,0,0,243,1,4,3,HEALTHY
34,0,1,0,0,34,1,4,3,HEALTHY
255,3,1,1,0,127,1,4,3,HEALTHY
71,1,0,0,0,71,1,4,3,HEALTHY
268,4,0,0,1,268,0,2,2,MAINTENANCE_REQUIRED
144,3,0,0,0,144,1,4,3,HEALTHY
366,9,0,1,0,140,0,3,3,HEALTHY
214,4,0,0,0,214,1,4,3,HEALTHY
185,5,0,0,0,185,1,4,3,HEALTHY
848,14,5,11,0,91,0,1,1,MAINTENANCE_REQUIRED
155,2,0,1,0,96,0,4,3,HEALTHY
274,6,0,1,0,68,1,4,3,HEALTHY
1363,24,11,12,1,26,0,1,1,REPLACE_SOON
814,12,1,4,1,1,0,2,3,MAINTENANCE_REQUIRED
1470,25,8,10,3,9,0,1,1,REPLACE_SOON
459,10,0,2,0,117,1,4,3,HEALTHY
614,10,1,2,0,36,0,3,3,HEALTHY
751,9,1,7,0,15,0,3,3,HEALTHY
383,5,0,0,1,383,1,3,2,HEALTHY
61,2,0,0,0,61,1,4,3,HEALTHY
401,10,1,1,0,43,1,4,3,HEALTHY
168,3,0,1,0,23,1,4,3,HEALTHY
294,7,0,1,0,294,1,4,3,HEALTHY
200,4,0,4,0,200,1,4,3,HEALTHY
103,1,1,0,0,103,1,4,3,HEALTHY
122,4,1,0,0,122,1,4,3,HEALTHY
609,14,0,0,0,609,1,3,2,HEALTHY
250,7,0,1,0,61,1,4,3,HEALTHY
595,8,0,3,0,30,0,3,3,HEALTHY
389,11,0,2,0,26,1,4,3,HEALTHY
338,6,0,2,0,108,1,4,3,HEALTHY
224,0,1,1,1,224,1,3,3,HEALTHY
327,7,0,0,0,327,1,4,2,HEALTHY
830,14,3,3,0,19,1,3,3,HEALTHY
356,8,1,2,0,7,1,4,3,HEALTHY
614,7,2,7,1,449,1,2,2,MAINTENANCE_REQUIRED
946,14,3,4,0,40,0,2,3,MAINTENANCE_REQUIRED
71,0,0,0,0,71,1,4,3,HEALTHY
533,8,0,5,0,5,1,4,3,HEALTHY
254,3,0,0,0,254,1,4,3,HEALTHY
275,4,0,0,0,275,1,4,3,HEALTHY
225,1,0,1,0,148,1,4,3,HEALTHY
129,3,1,0,0,129,1,4,3,HEALTHY
597,8,0,1,0,118,1,4,3,HEALTHY
183,1,0,1,0,38,1,4,3,HEALTHY
85,2,0,0,0,85,1,4,3,HEALTHY
158,3,0,2,0,4,1,4,3,HEALTHY
197,0,1,0,0,197,1,4,3,HEALTHY
260,3,0,1,0,37,1,4,3,HEALTHY
872,13,5,7,0,136,0,1,1,REPLACE_SOON
773,14,0,2,0,80,0,3,3,HEALTHY
119,0,0,0,0,119,1,4,3,HEALTHY
173,4,1,0,0,173,1,4,3,HEALTHY
129,0,0,0,0,129,0,3,3,HEALTHY
700,13,0,2,1,30,1,3,3,HEALTHY
597,7,1,3,1,353,1,2,2,MAINTENANCE_REQUIRED
730,8,1,4,1,95,1,3,3,HEALTHY
242,5,0,1,0,1,1,4,3,HEALTHY
440,10,1,2,0,150,1,4,3,HEALTHY
1589,27,6,9,2,68,0,1,3,REPLACE_SOON
399,6,2,3,1,123,1,3,3,HEALTHY
76,1,0,0,0,76,1,4,3,HEALTHY
43,2,0,0,0,43,1,4,3,HEALTHY
99,3,0,0,0,99,0,4,3,HEALTHY
378,3,1,3,0,275,0,2,2,MAINTENANCE_REQUIRED
43,2,0,0,0,43,1,4,3,HEALTHY
67,2,0,0,0,67,1,4,3,HEALTHY
95,1,1,0,0,95,1,4,3,HEALTHY
65,2,0,0,0,65,1,4,3,HEALTHY
299,4,2,3,0,25,1,4,3,HEALTHY
580,5,1,2,0,71,1,4,3,HEALTHY
573,10,1,3,0,6,0,3,3,HEALTHY
118,3,0,0,0,118,1,4,3,HEALTHY
1217,21,4,7,2,24,0,1,3,MAINTENANCE_REQUIRED
111,2,0,0,0,111,1,4,3,HEALTHY
727,10,0,0,0,727,1,2,2,MAINTENANCE_REQUIRED
112,1,1,0,0,112,1,4,3,HEALTHY
1231,22,5,7,0,255,0,1,1,REPLACE_SOON
423,2,1,5,0,59,1,4,3,HEALTHY
761,10,0,2,0,114,0,3,3,HEALTHY
1137,22,1,5,0,81,0,2,3,MAINTENANCE_REQUIRED
548,7,1,5,0,357,1,3,2,HEALTHY
221,2,0,0,0,221,1,4,3,HEALTHY
33,1,0,0,0,33,1,4,3,HEALTHY
716,13,0,8,0,12,0,3,3,HEALTHY
538,10,2,3,0,26,1,3,3,HEALTHY
912,16,4,6,0,71,0,2,3,MAINTENANCE_REQUIRED
153,0,0,1,0,113,1,4,3,HEALTHY
250,4,0,1,0,25,0,4,3,HEALTHY
1339,26,4,5,1,2,0,1,1,MAINTENANCE_REQUIRED
216,5,0,0,0,216,1,4,3,HEALTHY
1691,31,6,8,0,196,0,1,3,REPLACE_SOON
449,7,2,2,0,120,1,3,3,HEALTHY
160,2,1,1,0,114,1,4,3,HEALTHY
1441,22,8,11,2,11,0,1,1,REPLACE_SOON
294,3,0,0,0,294,1,4,3,HEALTHY
949,19,6,10,0,64,1,2,3,MAINTENANCE_REQUIRED
141,1,0,0,0,141,1,4,3,HEALTHY
147,3,0,0,0,147,1,4,3,HEALTHY
786,12,2,4,0,66,0,2,3,MAINTENANCE_REQUIRED
349,4,1,2,0,218,1,3,3,HEALTHY
1596,31,8,11,2,599,0,1,1,REPLACE_SOON
374,7,0,6,0,70,1,4,3,HEALTHY
536,6,2,3,0,27,1,3,3,HEALTHY
888,8,5,6,1,181,0,1,1,REPLACE_SOON
97,1,1,0,0,97,1,4,3,HEALTHY
319,12,1,3,0,74,1,4,3,HEALTHY
366,8,1,2,0,34,1,4,3,HEALTHY
234,3,1,1,0,38,1,4,3,HEALTHY
156,1,0,1,0,35,1,4,3,HEALTHY
297,3,0,1,0,68,1,4,3,HEALTHY
499,11,1,3,0,40,1,4,3,HEALTHY
341,8,1,2,0,71,1,4,3,HEALTHY
70,0,1,0,0,70,1,4,3,HEALTHY
299,9,1,1,0,80,1,4,3,HEALTHY
392,6,1,3,0,64,0,3,3,HEALTHY
556,11,1,3,0,95,1,4,3,HEALTHY
1180,21,3,7,0,140,0,2,3,MAINTENANCE_REQUIRED
439,12,1,3,0,4,1,4,3,HEALTHY
1083,19,0,1,0,239,0,2,3,MAINTENANCE_REQUIRED
115,3,0,0,0,115,1,4,3,HEALTHY
1558,29,7,8,1,129,0,1,1,REPLACE_SOON
843,14,0,3,0,88,1,4,3,HEALTHY
507,7,0,2,0,26,1,4,3,HEALTHY
606,9,1,5,0,149,0,3,3,HEALTHY
348,3,2,3,0,1,1,4,3,HEALTHY
422,6,1,2,0,88,1,4,3,HEALTHY
233,4,0,0,0,233,1,4,3,HEALTHY
128,4,0,0,0,128,0,3,3,HEALTHY
644,13,1,3,0,144,0,3,3,HEALTHY
922,9,8,10,0,68,0,1,1,REPLACE_SOON
43,0,0,0,0,43,1,4,3,HEALTHY
144,1,0,0,0,144,1,4,3,HEALTHY
442,11,1,2,0,81,1,4,3,HEALTHY
856,22,0,2,0,140,0,3,3,MAINTENANCE_REQUIRED
387,5,2,2,0,8,0,3,3,HEALTHY
375,3,1,1,0,94,1,4,3,HEALTHY
97,0,0,0,0,97,1,4,3,HEALTHY
795,14,1,4,0,220,0,2,3,MAINTENANCE_REQUIRED
994,10,3,5,0,179,0,2,3,MAINTENANCE_REQUIRED
1046,15,5,5,1,37,0,1,1,MAINTENANCE_REQUIRED
207,1,1,1,0,147,1,4,3,HEALTHY
422,6,0,2,1,110,1,3,3,HEALTHY
688,17,1,6,0,4,1,4,3,HEALTHY
555,12,4,6,0,207,1,2,3,MAINTENANCE_REQUIRED
1304,29,4,8,0,31,0,1,1,MAINTENANCE_REQUIRED
1466,28,8,9,3,91,0,1,3,REPLACE_SOON
1398,26,4,5,1,31,0,1,1,MAINTENANCE_REQUIRED
38,1,0,0,0,38,1,4,3,HEALTHY
870,12,7,9,0,37,1,1,1,MAINTENANCE_REQUIRED
672,9,1,4,0,106,1,3,3,HEALTHY
528,9,1,2,0,50,0,3,3,HEALTHY
762,10,3,8,0,111,0,2,3,MAINTENANCE_REQUIRED
331,4,2,2,0,108,1,3,3,HEALTHY
211,3,0,0,0,211,1,4,3,HEALTHY
941,23,6,9,1,110,0,1,1,REPLACE_SOON
482,8,0,6,0,15,0,3,3,HEALTHY
634,7,1,3,0,246,1,3,3,HEALTHY
621,8,1,4,0,208,1,3,3,HEALTHY
325,4,0,2,0,80,1,4,3,HEALTHY
1175,29,7,9,1,16,0,1,1,REPLACE_SOON
62,0,0,0,0,62,1,4,3,HEALTHY
863,11,1,3,0,58,0,3,3,HEALTHY
628,8,0,2,0,109,1,4,3,HEALTHY
125,0,0,0,0,125,1,4,3,HEALTHY
1557,28,4,5,3,60,0,1,1,REPLACE_SOON
476,5,1,1,0,217,1,3,3,HEALTHY
669,12,1,4,1,302,0,2,3,MAINTENANCE_REQUIRED
264,3,1,0,0,264,1,3,2,HEALTHY
460,10,1,5,0,55,1,4,3,HEALTHY
598,5,2,4,0,38,0,3,3,MAINTENANCE_REQUIRED
409,8,0,0,0,409,0,3,2,MAINTENANCE_REQUIRED
197,4,0,3,0,0,1,4,3,HEALTHY
337,10,0,1,0,226,1,4,3,HEALTHY
1004,17,7,7,1,111,0,1,3,REPLACE_SOON
31,1,1,0,0,31,1,4,3,HEALTHY
115,1,1,0,0,115,1,4,3,HEALTHY
261,3,0,1,0,34,1,4,3,HEALTHY
409,4,2,3,1,41,1,3,3,HEALTHY
219,5,1,0,0,219,1,4,3,HEALTHY
73,3,1,0,0,73,1,4,3,HEALTHY
264,6,0,1,0,264,0,3,2,HEALTHY
114,2,0,0,0,114,1,4,3,HEALTHY
876,18,4,5,0,140,0,2,3,MAINTENANCE_REQUIRED
60,1,0,0,0,60,0,4,3,HEALTHY
584,8,2,4,0,72,1,3,3,HEALTHY
548,10,1,2,0,3,0,3,3,HEALTHY
1264,22,2,3,0,41,0,2,3,MAINTENANCE_REQUIRED
1223,26,8,10,1,168,0,1,3,REPLACE_SOON
237,1,1,4,0,237,1,3,3,HEALTHY
776,13,0,2,0,235,0,3,3,MAINTENANCE_REQUIRED
33,0,0,0,0,33,1,4,3,HEALTHY
150,2,1,0,0,150,1,4,3,HEALTHY
544,10,0,1,0,298,0,3,3,MAINTENANCE_REQUIRED
77,1,0,0,0,77,1,4,3,HEALTHY
609,8,2,5,0,10,0,3,3,HEALTHY
198,5,0,0,0,198,1,4,3,HEALTHY
2112,28,5,5,3,50,0,1,1,REPLACE_SOON
928,15,5,5,0,2,1,2,3,MAINTENANCE_REQUIRED
19,0,0,0,0,19,0,4,3,HEALTHY
409,12,1,2,0,64,1,4,3,HEALTHY
86,0,0,0,0,86,1,4,3,HEALTHY
41,0,1,0,0,41,1,4,3,HEALTHY
122,1,0,0,0,122,1,4,3,HEALTHY
1291,20,3,6,2,10,0,1,1,REPLACE_SOON
459,2,2,4,0,37,1,3,3,HEALTHY
78,0,1,0,0,78,1,4,3,HEALTHY
1222,24,4,5,1,276,0,1,1,REPLACE_SOON
518,3,0,2,0,50,1,4,3,HEALTHY
576,7,0,2,0,141,0,3,3,HEALTHY
295,9,0,1,1,204,1,3,3,HEALTHY
17,1,0,0,0,17,1,4,3,HEALTHY
800,7,1,2,1,40,0,2,3,MAINTENANCE_REQUIRED
174,2,0,0,0,174,1,4,3,HEALTHY
1554,31,5,7,1,29,0,1,1,REPLACE_SOON
711,9,1,5,0,0,0,3,3,HEALTHY
263,4,1,0,0,263,1,3,2,HEALTHY
1915,38,13,19,0,27,0,1,1,REPLACE_SOON
1330,28,8,9,1,193,0,1,3,REPLACE_SOON
1844,31,8,10,3,27,0,1,1,REPLACE_SOON
130,3,0,0,0,130,1,4,3,HEALTHY
2059,27,7,11,3,13,0,1,3,REPLACE_SOON
802,12,3,7,0,79,0,2,3,MAINTENANCE_REQUIRED
27,1,0,0,0,27,1,4,3,HEALTHY
508,7,1,4,1,35,0,2,3,MAINTENANCE_REQUIRED
955,12,4,6,2,42,0,1,1,REPLACE_SOON
1838,40,9,12,1,12,0,1,1,REPLACE_SOON
228,3,0,2,0,2,1,4,3,HEALTHY
349,3,0,0,0,349,1,3,2,HEALTHY
251,5,0,1,0,4,1,4,3,HEALTHY
480,6,3,5,0,37,1,3,3,HEALTHY
313,5,0,1,0,87,1,4,3,HEALTHY
494,8,0,1,0,66,1,4,3,HEALTHY
219,4,0,0,1,219,1,3,3,HEALTHY
2431,51,9,10,3,149,0,1,1,REPLACE_SOON
397,8,0,2,0,12,0,4,3,HEALTHY
215,6,1,1,0,34,1,4,3,HEALTHY
57,1,1,0,0,57,1,4,3,HEALTHY
352,5,2,2,0,127,1,3,3,HEALTHY
491,6,0,4,0,153,1,4,3,HEALTHY
2136,49,6,8,1,107,0,1,1,REPLACE_SOON
210,3,0,1,0,193,1,4,3,HEALTHY
400,7,1,1,0,33,0,3,3,HEALTHY
934,14,5,7,0,67,0,1,1,MAINTENANCE_REQUIRED
719,19,2,7,0,136,1,3,3,HEALTHY
390,3,2,3,0,357,1,3,3,HEALTHY
774,8,4,7,0,29,0,2,3,MAINTENANCE_REQUIRED
1564,23,7,7,3,209,0,1,3,REPLACE_SOON
96,1,0,0,0,96,1,4,3,HEALTHY
733,15,1,2,0,122,1,3,3,HEALTHY
215,2,0,0,0,215,1,4,3,HEALTHY
974,12,3,4,0,7,0,2,3,MAINTENANCE_REQUIRED
931,17,7,9,0,429,1,1,1,REPLACE_SOON
291,3,0,0,0,291,1,4,3,HEALTHY
544,7,0,3,0,113,0,3,3,HEALTHY
529,11,2,5,0,342,1,3,3,HEALTHY
79,0,0,0,0,79,1,4,3,HEALTHY
260,6,1,4,0,7,1,4,3,HEALTHY
422,10,1,1,0,8,0,3,3,HEALTHY
87,4,0,0,0,87,1,4,3,HEALTHY
442,2,1,2,0,53,1,4,3,HEALTHY
701,13,2,4,1,19,0,2,3,MAINTENANCE_REQUIRED
186,1,1,2,0,106,1,4,3,HEALTHY
310,4,0,0,0,310,1,4,3,HEALTHY
189,4,0,0,0,189,1,4,3,HEALTHY
525,12,2,3,0,159,0,2,3,MAINTENANCE_REQUIRED
101,1,0,0,0,101,1,4,3,HEALTHY
52,1,0,0,0,52,1,4,3,HEALTHY
849,15,3,4,0,88,1,3,3,HEALTHY
1298,23,5,6,0,14,0,1,3,REPLACE_SOON
248,2,0,1,0,78,1,4,3,HEALTHY
508,8,1,5,0,160,1,3,3,HEALTHY
188,7,0,1,0,169,1,4,3,HEALTHY
886,12,4,4,0,157,0,2,3,MAINTENANCE_REQUIRED
374,6,0,1,0,46,0,3,3,HEALTHY
285,4,0,2,0,32,1,4,3,HEALTHY
142,3,1,0,0,142,1,4,3,HEALTHY
330,7,0,4,1,97,1,4,3,HEALTHY
129,3,0,0,0,129,1,4,3,HEALTHY
201,3,0,1,0,201,1,4,3,HEALTHY
34,2,1,0,0,34,1,4,3,HEALTHY
1119,18,5,7,0,73,0,1,1,REPLACE_SOON
315,5,0,1,0,1,1,4,3,HEALTHY
719,9,0,2,1,34,0,3,3,MAINTENANCE_REQUIRED
1825,36,4,5,2,69,0,1,3,REPLACE_SOON
1318,24,2,5,0,238,0,2,3,MAINTENANCE_REQUIRED
1211,12,3,7,0,1,0,2,3,MAINTENANCE_REQUIRED
599,13,0,4,0,20,1,4,3,HEALTHY
238,1,0,1,0,175,0,3,3,HEALTHY
294,7,0,3,0,32,1,4,3,HEALTHY
184,6,0,1,0,184,1,4,3,HEALTHY
505,8,1,4,0,11,0,3,3,HEALTHY
129,2,0,0,0,129,1,4,3,HEALTHY
1213,15,5,8,0,6,0,1,1,MAINTENANCE_REQUIRED
26,2,0,0,0,26,1,4,3,HEALTHY
490,5,0,3,0,288,1,4,2,HEALTHY
732,4,0,2,0,246,0,3,3,MAINTENANCE_REQUIRED
90,1,0,0,0,90,1,4,3,HEALTHY
119,2,0,0,0,119,1,4,3,HEALTHY
138,2,0,0,0,138,1,4,3,HEALTHY
960,14,5,7,0,174,0,1,3,MAINTENANCE_REQUIRED
366,6,0,1,0,109,1,4,3,HEALTHY
293,6,0,0,0,293,1,4,2,HEALTHY
893,11,2,4,1,40,0,2,3,MAINTENANCE_REQUIRED
345,4,0,0,0,345,1,3,3,HEALTHY
118,0,0,0,0,118,1,4,3,HEALTHY
25,2,0,0,0,25,1,4,3,HEALTHY
474,8,2,5,0,79,1,3,3,HEALTHY
63,0,0,0,0,63,1,4,3,HEALTHY
493,9,1,3,0,84,0,3,3,MAINTENANCE_REQUIRED
40,0,0,0,0,40,1,4,3,HEALTHY
115,2,1,0,0,115,1,4,3,HEALTHY
235,0,0,0,0,235,1,4,3,HEALTHY
301,6,1,0,0,301,1,3,3,HEALTHY
255,3,1,2,0,1,1,4,3,HEALTHY
497,10,0,3,0,26,1,4,3,HEALTHY
342,2,0,2,0,214,1,4,3,HEALTHY
116,0,0,0,0,116,1,4,3,HEALTHY
1621,22,8,13,0,39,0,1,1,REPLACE_SOON
72,0,0,0,0,72,1,4,3,HEALTHY
768,11,3,8,0,223,1,2,3,MAINTENANCE_REQUIRED
109,1,0,0,1,109,1,4,3,HEALTHY
551,9,1,2,0,0,1,4,3,HEALTHY
494,11,1,2,0,106,0,3,3,MAINTENANCE_REQUIRED
217,4,1,1,0,31,1,4,3,HEALTHY
279,5,1,1,0,50,1,4,3,HEALTHY
160,3,1,1,0,113,1,4,3,HEALTHY
451,8,0,2,0,91,1,4,3,HEALTHY
295,4,1,2,0,65,1,4,3,HEALTHY
1746,23,6,8,0,288,0,1,1,REPLACE_SOON
289,5,0,1,0,67,1,4,3,HEALTHY
